Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-07-25 11-PM,ETHEUR,214.52,215.77,214.51,215.26,18.96,4079.81
2019-07-25 10-PM,ETHEUR,213.69,215.34,213.69,214.52,18.91,4061.18
2019-07-25 09-PM,ETHEUR,213.29,214.62,213.06,213.69,18.75,4005.53
2019-07-25 08-PM,ETHEUR,215.2,215.2,212.69,213.29,19.88,4244.41
2019-07-25 07-PM,ETHEUR,216.23,216.42,214.48,215.2,21.34,4598.74
2019-07-25 06-PM,ETHEUR,216.07,216.59,215.47,216.23,18.93,4092.16
2019-07-25 05-PM,ETHEUR,216.47,216.59,215.81,216.07,19.31,4174.52
2019-07-25 04-PM,ETHEUR,216.54,218.82,214.48,216.47,27.64,5991.6
2019-07-25 03-PM,ETHEUR,216.06,217.64,215.86,216.54,19.29,4182.21
2019-07-25 02-PM,ETHEUR,215.27,216.8,214.69,216.06,19.31,4162.92
2019-07-25 01-PM,ETHEUR,219.49,219.56,214.04,215.27,30.45,6573.59
2019-07-25 12-PM,ETHEUR,218.18,219.64,217.14,219.49,27.62,6040.67
2019-07-25 11-AM,ETHEUR,217.52,218.41,216.99,218.18,19.1,4161.1
2019-07-25 10-AM,ETHEUR,218.11,218.25,217.03,217.52,18.15,3951.74
2019-07-25 09-AM,ETHEUR,218.41,219.03,216.52,218.11,21.31,4640.62
